"NR_all_29909.1","4V9Q|1|DV","4V9Q|1|DV,4V9Q|1|BV,4V9Q|1|DW,4V9Q|1|BW"
"NR_all_71188.1","5TDJ|1|A","5TDJ|1|A,5TDJ|1|B,4MSR|1|A+4MSR|1|B,5TDK|1|A+5TDK|1|B,4MS9|1|A,4MSB|1|A+4MSB|1|B,4MSB|1|C+4MSB|1|D,4MSB|1|E+4MSB|1|F,100D|1|A+100D|1|B,161D|1|B,161D|1|A,394D|1|A+394D|1|B,393D|1|A,393D|1|B"
"NR_all_79612.1","1UVI|1|D","1UVI|1|D,1UVI|1|F,1UVI|1|E"
"NR_all_97864.1","4WTD|1|T+4WTD|1|P","4WTD|1|T+4WTD|1|P,5UJ2|1|T+5UJ2|1|P"
"NR_all_70203.1","217D|1|A","217D|1|A,216D|1|A"
"NR_all_17501.1","5N61|1|S","5N61|1|S"
"NR_all_36938.1","5I9H|1|B","5I9H|1|B"
"NR_all_55964.1","5D5L|1|A","5D5L|1|A,5D5L|1|D,5D5L|1|B,5D5L|1|C"
"NR_all_32143.1","6D9J|1|3","6D9J|1|3"
"NR_all_87467.1","3WC1|1|P","3WC1|1|P,3WC1|1|Q"
"NR_all_97196.1","3V71|1|B","3V71|1|B"
"NR_all_95110.1","1RPU|1|C+1RPU|1|D","1RPU|1|C+1RPU|1|D"
"NR_all_87892.4","5IT9|1|i","5IT9|1|i,6D90|1|4,4D61|1|j,6D9J|1|4,4D5N|1|X,2NOQ|1|A"
"NR_all_03559.1","1PN8|1|D","1PN8|1|D"
"NR_all_30422.1","2VNU|1|B","2VNU|1|B"
"NR_all_60167.4","3C3Z|1|A+3C3Z|1|B","3C3Z|1|A+3C3Z|1|B,2OIY|1|A+2OIY|1|B,462D|1|B+462D|1|A,1NLC|1|B+1NLC|1|A,3C44|1|A+3C44|1|B,1O3Z|1|B+1O3Z|1|A,3C7R|1|A+3C7R|1|B,3C5D|1|A+3C5D|1|B,2OJ0|1|A+2OJ0|1|B,1Y73|1|B+1Y73|1|A,1Y99|1|A+1Y99|1|B,3DVV|1|A+3DVV|1|B,1WVD|1|B+1WVD|1|A,1Y6T|1|B+1Y6T|1|A,1Y90|1|B+1Y90|1|A,2OIJ|1|A+2OIJ|1|B,1Y95|1|B+1Y95|1|A,3FAR|1|A+3FAR|1|B,1Y6S|1|B+1Y6S|1|A,2QEK|1|A+2QEK|1|B"
"NR_all_83556.1","2R93|1|R","2R93|1|R"
"NR_all_19013.1","2Z2Q|1|R","2Z2Q|1|R,2Q23|1|R,2Q25|1|R,2Q26|1|R"
"NR_all_25967.1","3ER8|1|H","3ER8|1|H,3ER8|1|G"
"NR_all_58433.1","3ER8|1|F","3ER8|1|F,5O3J|1|B,3J0Q|1|y"
"NR_all_75381.1","1UN6|1|F","1UN6|1|F,1UN6|1|E"
"NR_all_16704.1","5JPQ|1|3","5JPQ|1|3"
"NR_all_16758.1","5F5F|1|B","5F5F|1|B,5F5F|1|D,5F5F|1|H"
"NR_all_39223.1","1MFJ|1|A","1MFJ|1|A"
"NR_all_32676.1","2F8K|1|B","2F8K|1|B"
"NR_all_60842.1","4JYA|1|X","4JYA|1|X"
"NR_all_39506.1","5F5F|1|F","5F5F|1|F"
"NR_all_23717.1","2L5D|3|B","2L5D|3|B"
"NR_all_36148.1","5KH8|2|A","5KH8|2|A"
"NR_all_03375.1","8DRH|1|B","8DRH|1|B,8PSH|1|B"
"NR_all_81784.1","4S20|1|P","4S20|1|P,4S20|1|N"
"NR_all_30586.1","2L3J|1|B","2L3J|1|B"
"NR_all_46215.1","1K1G|1|B","1K1G|1|B"
"NR_all_20840.1","5IEM|9|A","5IEM|9|A"
"NR_all_03097.4","5FLX|1|z","5FLX|1|z,5A2Q|1|3,5OA3|1|3,4UJD|1|BC,4UJC|1|AC"
"NR_all_52425.1","2EZ6|1|D","2EZ6|1|D,2EZ6|1|C,4M30|1|D,4M30|1|C,2NUF|1|D,2NUF|1|C,4M2Z|1|C,4M2Z|1|D"
"NR_all_37313.1","3JB7|1|t+3JB7|1|m","3JB7|1|t+3JB7|1|m"
"NR_all_07975.1","1AL5|1|A+1AL5|1|B","1AL5|1|A+1AL5|1|B"
"NR_all_56124.1","3J0O|1|g+3J0O|1|G+3J0O|1|d","3J0O|1|g+3J0O|1|G+3J0O|1|d,3J0L|1|g+3J0L|1|G+3J0L|1|d,3J0Q|1|g+3J0Q|1|G+3J0Q|1|d,3J0P|1|g+3J0P|1|G+3J0P|1|d"
"NR_all_17773.1","3CIY|1|C+3CIY|1|D","3CIY|1|C+3CIY|1|D"
"NR_all_01648.1","1S2F|1|A","1S2F|1|A"
"NR_all_60207.1","2KYE|1|A","2KYE|1|A"
"NR_all_57169.1","1MFK|1|A","1MFK|1|A"
"NR_all_27290.1","419D|1|C+419D|1|D","419D|1|C+419D|1|D,419D|1|A+419D|1|B"
"NR_all_45527.1","4N2Q|1|B","4N2Q|1|B"
"NR_all_79951.1","4OJI|1|A","4OJI|1|A"
"NR_all_99432.1","1DUH|1|A","1DUH|1|A"
"NR_all_88566.1","3MOJ|1|A","3MOJ|1|A"
"NR_all_09020.1","5ELT|1|F","5ELT|1|F,5ELT|1|E"
"NR_all_73836.1","5XLO|1|K","5XLO|1|K"
"NR_all_20405.1","2U2A|1|A","2U2A|1|A,1U2A|1|A"
"NR_all_42932.1","4P43|1|B+4P43|1|A","4P43|1|B+4P43|1|A"
"NR_all_84294.1","6BM2|1|R","6BM2|1|R,6BM4|1|R,6BQF|1|R"
"NR_all_51962.2","4YCP|1|B","4YCP|1|B,4V5S|1|AY,4V5R|1|CY,4V5S|1|CY,4V5R|1|AY,4V5L|1|AY,4V5Q|1|AY,4V5Q|1|CY,4V5P|1|AY,4V5P|1|CY,4V6R|1|AB,4V6Q|1|AB,4V6N|1|BB,4V6P|1|AB,4V6O|1|AB"
"NR_all_33592.3","1RMV|1|B","1RMV|1|B,2TMV|1|R,4UDV|1|R,1CGM|1|I,1VTM|1|R,5A79|1|R,5A7A|1|R,2OM3|1|R,3PDM|1|R,2XEA|1|R"
"NR_all_85514.1","1YYK|1|C+1YYK|1|D","1YYK|1|C+1YYK|1|D,1YYK|1|E+1YYK|1|F,1YYO|1|E+1YYO|1|F,1YYO|1|C+1YYO|1|D"
"NR_all_87893.1","1IHA|1|A+1IHA|1|B","1IHA|1|A+1IHA|1|B,165D|1|A+165D|1|B,1IDW|1|A+1IDW|1|B"
"NR_all_31263.1","4ILL|1|R","4ILL|1|R,4ILL|1|C"
"NR_all_70557.1","3Q1R|1|D","3Q1R|1|D"
"NR_all_20497.1","5O1Z|1|B","5O1Z|1|B"
"NR_all_88506.1","2K5Z|3|A","2K5Z|3|A"
"NR_all_78714.1","5FMZ|1|H","5FMZ|1|H,5FMZ|1|V"
"NR_all_90696.1","5WTK|1|B","5WTK|1|B"
"NR_all_82984.1","4ENC|1|A","4ENC|1|A,4ENB|1|A,3VRS|1|A,4ENA|1|A,4EN5|1|A"
"NR_all_86744.1","3SZX|1|A+3SZX|1|B","3SZX|1|A+3SZX|1|B"
"NR_all_06402.1","4AL5|1|B","4AL5|1|B,4AL7|1|B"
"NR_all_82735.1","4WTL|1|T+4WTL|1|P","4WTL|1|T+4WTL|1|P"
"NR_all_86244.1","4OLA|1|B","4OLA|1|B,4OLB|1|B,4EI1|1|B,4EI3|1|B"
"NR_all_94888.1","4J7L|1|B","4J7L|1|B"
"NR_all_71000.1","2XC7|1|P","2XC7|1|P"
"NR_all_82938.1","1XNQ|1|X+1XNQ|1|W","1XNQ|1|X+1XNQ|1|W"
"NR_all_39150.1","2CZJ|1|H","2CZJ|1|H,2CZJ|1|B,2CZJ|1|F,2CZJ|1|D"
"NR_all_37028.1","5XTM|1|D","5XTM|1|D"
"NR_all_23835.1","5XTM|1|B","5XTM|1|B"
"NR_all_27756.1","3D2V|1|A","3D2V|1|A,3D2X|1|A,3D2V|1|B,3D2G|1|A,3D2X|1|B,2CKY|1|A,3D2G|1|B,2CKY|1|B"
"NR_all_89129.1","1Z7F|1|B+1Z7F|1|C","1Z7F|1|B+1Z7F|1|C"
"NR_all_08929.1","5LTA|1|E","5LTA|1|E"
"NR_all_53454.1","5OQL|1|1+5OQL|1|2","5OQL|1|1+5OQL|1|2"
"NR_all_13174.1","4E58|1|D+4E58|1|C+4E58|1|E","4E58|1|D+4E58|1|C+4E58|1|E"
"NR_all_34992.1","3L25|1|C+3L25|1|F","3L25|1|C+3L25|1|F,3L26|1|C"
"NR_all_41357.1","5EV3|1|B","5EV3|1|B,5EV2|1|B"
"NR_all_34681.1","5THE|1|H","5THE|1|H,5THE|1|F,5THE|1|B,5THE|1|D"
"NR_all_91774.1","1UTS|2|B","1UTS|2|B"
"NR_all_12260.3","3MXH|1|R","3MXH|1|R,3MUM|1|R,3UCZ|1|R,4YB1|1|R,3MUR|1|R,3MUV|1|R,3UD4|1|R,3UD3|1|R,3MUT|1|R,3IRW|1|R,3UCU|1|R"
"NR_all_18247.1","2CJK|1|B","2CJK|1|B"
"NR_all_25049.1","1JUR|1|A","1JUR|1|A"
"NR_all_65712.1","3VNV|1|T+3VNV|1|G","3VNV|1|T+3VNV|1|G"
"NR_all_87230.1","3JB9|1|C","3JB9|1|C"
"NR_all_44641.1","1X18|1|B","1X18|1|B"
"NR_all_66919.1","1X18|1|D","1X18|1|D"
"NR_all_85410.1","2YH1|1|B","2YH1|1|B"
"NR_all_38769.1","5I9D|1|B","5I9D|1|B"
"NR_all_21191.1","3BNT|1|A","3BNT|1|A"
"NR_all_35535.1","1VQ6|1|4","1VQ6|1|4"
"NR_all_57417.1","3HO1|1|Y","3HO1|1|Y"
"NR_all_72182.1","4AM3|1|E","4AM3|1|E,4AM3|1|D,4AM3|1|H,4AM3|1|I"
"NR_all_95803.1","3BX3|1|C","3BX3|1|C,3BX3|1|D"
"NR_all_35756.1","2MFC|1|B","2MFC|1|B,2MFC|1|D"
"NR_all_78170.1","1L1C|1|C","1L1C|1|C"
"NR_all_72539.1","1WKS|1|A","1WKS|1|A"
"NR_all_08420.1","2A43|1|A","2A43|1|A"
"NR_all_14518.1","1FUF|1|A+1FUF|1|B","1FUF|1|A+1FUF|1|B,1IK5|1|A+1IK5|1|B"
"NR_all_18056.1","4V8M|1|BH","4V8M|1|BH"
"NR_all_40597.1","2HW8|1|B","2HW8|1|B,1ZHO|1|D,1ZHO|1|B,1ZHO|1|F,1ZHO|1|H"
"NR_all_34334.1","4V8M|1|BE","4V8M|1|BE"
"NR_all_61166.1","4V8M|1|BD","4V8M|1|BD"
"NR_all_78383.1","4V8M|1|BG","4V8M|1|BG"
"NR_all_18068.1","4V8M|1|BF","4V8M|1|BF"
"NR_all_58693.1","4V8M|1|BB","4V8M|1|BB"
"NR_all_13392.1","2LBK|1|A","2LBK|1|A"
"NR_all_13221.1","1H3E|1|B","1H3E|1|B"
"NR_all_56345.1","5SWD|1|B","5SWD|1|B,5E54|1|B,5E54|1|A,5SWD|1|A"
"NR_all_45605.1","5ED2|1|F+5ED2|1|E","5ED2|1|F+5ED2|1|E,5ED2|1|C+5ED2|1|B"
"NR_all_13312.1","5Y6Z|1|B+5Y6Z|1|C","5Y6Z|1|B+5Y6Z|1|C,5Y6Z|1|F+5Y6Z|1|G"
"NR_all_83946.1","5GUH|1|B","5GUH|1|B"
"NR_all_80093.2","4LJ0|1|C","4LJ0|1|C,4LJ0|1|D,4LJ0|1|E,5LZY|1|hh"
"NR_all_76177.1","2GXB|1|E+2GXB|1|F","2GXB|1|E+2GXB|1|F"
"NR_all_98152.1","4WTJ|1|T+4WTJ|1|P","4WTJ|1|T+4WTJ|1|P"
"NR_all_36229.1","4XBF|1|D","4XBF|1|D"
"NR_all_98573.1","4Z0C|1|C","4Z0C|1|C,4Z0C|1|B"
"NR_all_20339.1","1NBS|1|B","1NBS|1|B,1NBS|1|A"
"NR_all_31741.1","1HNW|1|X","1HNW|1|X,1HR0|1|X,1IBL|1|X,1HNZ|1|X,1IBK|1|X,1IBM|1|X"
"NR_all_55504.1","5JXS|1|B+5JXS|1|C","5JXS|1|B+5JXS|1|C"
"NR_all_11837.1","5KLA|1|B","5KLA|1|B"
"NR_all_85536.1","5W1H|1|B","5W1H|1|B,5W1I|1|B,5W1I|1|D"
"NR_all_99291.1","2QKB|1|C","2QKB|1|C"
"NR_all_29537.1","6BHJ|1|E","6BHJ|1|E,6BHJ|1|F"
"NR_all_62810.1","4V4B|1|B3","4V4B|1|B3"
"NR_all_16624.1","1LU3|1|A","1LU3|1|A"
"NR_all_47084.1","4QVC|1|G","4QVC|1|G"
"NR_all_85602.1","4OO1|1|S","4OO1|1|S"
"NR_all_74174.1","5KPY|1|A","5KPY|1|A"
"NR_all_79575.1","5T5H|1|H","5T5H|1|H"
"NR_all_76114.1","3RKF|1|C","3RKF|1|C,3RKF|1|B,3RKF|1|A,3RKF|1|D"
"NR_all_33176.1","1RKJ|1|B","1RKJ|1|B"
"NR_all_88351.1","2MQV|1|B","2MQV|1|B"
"NR_all_63585.1","1CX5|1|B","1CX5|1|B"
"NR_all_48894.1","2K64|1|A","2K64|1|A,2M23|1|A"
"NR_all_22223.1","3CGP|1|B+3CGP|1|A","3CGP|1|B+3CGP|1|A,3CGQ|1|B+3CGQ|1|A"
"NR_all_76472.1","2KUW|2|A","2KUW|2|A"
"NR_all_35312.1","2D17|2|A+2D17|2|B","2D17|2|A+2D17|2|B"
"NR_all_09148.1","4GZY|1|R","4GZY|1|R,6ASX|1|R,6BJS|1|R"
"NR_all_55381.1","2PCW|1|A","2PCW|1|A"
"NR_all_28840.1","4A93|1|P","4A93|1|P"
"NR_all_84359.1","3S14|1|R","3S14|1|R"
"NR_all_54932.1","2K7E|1|A+2K7E|1|B","2K7E|1|A+2K7E|1|B"
"NR_all_51487.1","4L8H|1|R","4L8H|1|R,2BS1|1|R,2BS1|1|S,2BS0|1|R,1ZSE|1|R,2BS0|1|S,2B2D|1|R,2B2D|1|S"
"NR_all_30897.1","1K6G|2|A","1K6G|2|A"
"NR_all_09431.1","4PR6|1|B","4PR6|1|B"
"NR_all_07733.2","5EL4|1|3L","5EL4|1|3L,5EL5|1|3K,5E7K|1|3L,5EL6|1|3L,5E7K|1|3K,5IB8|1|3L,5IB7|1|3L,5EL4|1|3K,5EL5|1|3L,5EL7|1|3K,5EL6|1|3K,5EL7|1|3L,5IB7|1|3K,5IB8|1|3K"
"NR_all_04322.1","2N8M|1|B","2N8M|1|B"
"NR_all_24471.1","4V4T|1|AX","4V4T|1|AX,4V4R|1|AX"
"NR_all_96572.1","1UVL|1|B","1UVL|1|B,1UVL|1|F,1UVL|1|D"
"NR_all_09827.1","3AVY|1|T+3AVY|1|G","3AVY|1|T+3AVY|1|G"
"NR_all_74199.1","1NTA|1|A+1NTA|1|B","1NTA|1|A+1NTA|1|B,1NTB|1|A+1NTB|1|B"
"NR_all_83599.1","2OM7|1|A","2OM7|1|A"
"NR_all_50423.1","5J2W|1|B","5J2W|1|B"
"NR_all_82016.1","3DHS|1|A","3DHS|1|A"
"NR_all_63837.1","5WTY|1|D","5WTY|1|D"
"NR_all_18857.1","5EMO|1|F","5EMO|1|F"
"NR_all_94252.1","5EMO|1|E","5EMO|1|E"
"NR_all_65311.1","1QET|1|A+1QET|1|B","1QET|1|A+1QET|1|B"
"NR_all_66547.1","5WTY|1|C","5WTY|1|C"
"NR_all_30036.1","2KGP|1|A","2KGP|1|A"
"NR_all_49812.1","2M18|9|A","2M18|9|A,2M18|9|B,2M18|9|D,2M18|9|C"
"NR_all_26264.1","1JID|1|B","1JID|1|B,1L1W|1|A"
"NR_all_55925.1","4WSM|1|3L","4WSM|1|3L,4WSM|1|3K"
"NR_all_74156.4","4WRT|1|V+4WRT|1|R","4WRT|1|V+4WRT|1|R,4WSA|1|V+4WSA|1|R,5M3J|1|V+5M3J|1|R,5MSG|1|V+5MSG|1|R,6F5O|1|V+6F5O|1|R"
"NR_all_59317.1","6DB9|1|R","6DB9|1|R,6DB8|1|R"
"NR_all_28506.1","3V6Y|1|B","3V6Y|1|B"
"NR_all_60255.1","4LMZ|1|B","4LMZ|1|B"
"NR_all_08155.1","3SIV|1|C+3SIV|1|F","3SIV|1|C+3SIV|1|F,3SIV|1|I+3SIV|1|L"
"NR_all_10396.1","1GUC|1|A+1GUC|1|B","1GUC|1|A+1GUC|1|B"
"NR_all_42401.1","4RDX|1|C","4RDX|1|C"
"NR_all_71100.1","5V17|1|A","5V17|1|A"
"NR_all_71520.1","1S0V|1|F","1S0V|1|F,1S0V|1|O,1S0V|1|I,1S0V|1|L,1H38|1|F,1H38|1|I,1H38|1|L,1H38|1|O"
"NR_all_34740.1","4QJD|1|D","4QJD|1|D,4QJD|1|B,4QJD|1|H,4QJD|1|F"
"NR_all_44976.1","2MFE|1|D","2MFE|1|D,2MFE|1|B,2MFG|1|B,2MFG|1|D"
"NR_all_25585.3","4Z4D|1|B+4Z4D|1|D","4Z4D|1|B+4Z4D|1|D,4Z4E|1|B+4Z4E|1|D,4W5O|1|B+4W5O|1|D,4Z4C|1|B+4Z4C|1|D,4Z4H|1|B+4Z4H|1|D,6CBD|1|B+6CBD|1|C,4Z4I|1|B+4Z4I|1|D,4Z4G|1|B+4Z4G|1|D,4W5T|1|B+4W5T|1|D,4Z4F|1|B+4Z4F|1|D,4W5R|1|B+4W5R|1|D,4W5Q|1|B+4W5Q|1|D"
"NR_all_52761.1","3TD0|1|B+3TD0|1|A","3TD0|1|B+3TD0|1|A"
"NR_all_39732.1","1ESH|1|A","1ESH|1|A"
"NR_all_94445.1","1J4Y|1|A","1J4Y|1|A"
"NR_all_76729.1","2ZNI|1|C","2ZNI|1|C,2ZNI|1|D"
"NR_all_96413.1","5LR5|1|C+5LR5|1|D","5LR5|1|C+5LR5|1|D,5LR5|1|A+5LR5|1|B"
"NR_all_96380.1","2IX1|1|B","2IX1|1|B"
"NR_all_65123.1","4ZT0|1|D","4ZT0|1|D,4ZT0|1|B,4ZT9|1|D,4ZT9|1|B"
"NR_all_25771.1","5D0A|1|F","5D0A|1|F,5D0A|1|E,5T8Y|1|X"
"NR_all_48491.1","2L6I|1|A","2L6I|1|A"
"NR_all_26284.1","1H4S|1|T","1H4S|1|T,1H4Q|1|T"
"NR_all_78444.1","2KY1|1|A+2KY1|1|B","2KY1|1|A+2KY1|1|B"
"NR_all_48365.1","1Y1Y|1|P","1Y1Y|1|P"
"NR_all_45664.1","1YG3|1|A","1YG3|1|A"
"NR_all_86160.1","5BZ5|1|B","5BZ5|1|B"
"NR_all_60828.2","6HIW|1|CA","6HIW|1|CA,6HIY|1|CA,6HIZ|1|CA,6HIV|1|CA"
"NR_all_53424.1","2GUN|1|B","2GUN|1|B"
"NR_all_91379.1","2N3Q|8|A","2N3Q|8|A"
"NR_all_00165.1","1F7H|5|A","1F7H|5|A"
"NR_all_19502.2","4RGE|1|C","4RGE|1|C,4RGE|1|B,4RGE|1|A,5DUN|1|A,4RGF|1|A,4RGF|1|B,4RGF|1|C"
"NR_all_60469.1","4N0T|1|B","4N0T|1|B,5TF6|1|B,5TF6|1|D"
"NR_all_41718.1","4KYY|1|A+4KYY|1|B","4KYY|1|A+4KYY|1|B"
"NR_all_24575.1","1TJZ|15|A","1TJZ|15|A"
"NR_all_39330.1","2X7N|1|A","2X7N|1|A"
"NR_all_45693.1","3VJR|1|B","3VJR|1|B,3VJR|1|D"
"NR_all_64096.1","486D|1|E","486D|1|E"
"NR_all_24819.2","1IL2|1|C","1IL2|1|C,1IL2|1|D,2TRA|1|A,3TRA|1|A,1ASZ|1|S,1ASY|1|S,1ASZ|1|R,1ASY|1|R,1VTQ|1|A,3IZ7|1|B,3J16|1|L,4V6I|1|CB"
"NR_all_34987.1","4V7E|1|Ae","4V7E|1|Ae"
"NR_all_40559.1","4PEH|1|W","4PEH|1|W,4PEH|1|V,4PEH|1|X,4PEH|1|Y"
"NR_all_06133.1","4PEH|1|Z","4PEH|1|Z"
"NR_all_33750.1","3HOV|1|P","3HOV|1|P"
"NR_all_65028.2","359D|1|B+359D|1|A","359D|1|B+359D|1|A,301D|1|B+301D|1|A,1MME|1|D+1MME|1|C,299D|1|B+299D|1|A,1MME|1|B+1MME|1|A,300D|1|B+300D|1|A,1NYI|1|B+1NYI|1|A,1Q29|1|B+1Q29|1|A,488D|1|D+488D|1|B+488D|1|A+488D|1|C,379D|1|B+379D|1|A"
"NR_all_28467.1","2M4W|7|A","2M4W|7|A"
"NR_all_26892.1","5T5H|1|E","5T5H|1|E"
"NR_all_54575.1","5T5H|1|D","5T5H|1|D"
"NR_all_93192.1","6GSK|1|3L","6GSK|1|3L,6GSK|1|3K,6GSJ|1|3L,6GSJ|1|3K,5L3P|1|y"
"NR_all_33071.1","2F4X|1|A+2F4X|1|B","2F4X|1|A+2F4X|1|B"
"NR_all_78795.1","3OKB|1|D","3OKB|1|D"
"NR_all_97060.1","5T5H|1|B","5T5H|1|B"
"NR_all_02402.1","4WTE|1|T+4WTE|1|P","4WTE|1|T+4WTE|1|P"
"NR_all_61167.1","4U35|1|B+4U35|1|A","4U35|1|B+4U35|1|A"
"NR_all_29312.1","2V6W|1|A+2V6W|1|B","2V6W|1|A+2V6W|1|B"
"NR_all_33278.1","5LYS|1|B","5LYS|1|B,5LYV|1|B,5LYS|1|A,5LYU|1|B,5LYU|1|A,5LYV|1|A"
"NR_all_94396.3","4WAN|1|B","4WAN|1|B,4WAN|1|F,4WAN|1|H,4WAN|1|D,4WAL|1|B"
"NR_all_36712.2","1ZL3|1|B","1ZL3|1|B,2AB4|1|B,1ZE2|1|C,1ZE2|1|D,1K8W|1|B"
"NR_all_86436.1","2PN3|1|A+2PN3|1|B","2PN3|1|A+2PN3|1|B,2PN4|1|A+2PN4|1|B,2PN4|1|C+2PN4|1|D,2NOK|1|C+2NOK|1|D,2NOK|1|A+2NOK|1|B"
"NR_all_77464.1","4AOB|1|A","4AOB|1|A,4AEB|1|A"
"NR_all_45855.1","4V8Q|1|BY","4V8Q|1|BY"
"NR_all_07899.1","1K4A|1|A","1K4A|1|A"
"NR_all_26816.1","3K5Z|1|B","3K5Z|1|B"
"NR_all_97214.1","3JBV|1|W","3JBV|1|W"
"NR_all_93156.1","1Q8N|1|A","1Q8N|1|A"
"NR_all_56057.1","2LQZ|3|A","2LQZ|3|A"
"NR_all_45092.1","2OM7|1|C","2OM7|1|C,1X1L|1|A,1ZC8|1|Z,2OB7|1|D"
"NR_all_10403.1","2OB7|1|A","2OB7|1|A"
"NR_all_15820.1","4EYA|1|e+4EYA|1|f","4EYA|1|e+4EYA|1|f,4EYA|1|q+4EYA|1|r"
"NR_all_07161.1","2WW9|1|D","2WW9|1|D,2WWA|1|D"
"NR_all_10954.1","2E9R|1|A+2E9R|1|B","2E9R|1|A+2E9R|1|B"
"NR_all_11258.1","2XGJ|1|C","2XGJ|1|C"
"NR_all_03631.1","2A64|1|A","2A64|1|A"
"NR_all_64884.1","2KM8|1|A","2KM8|1|A"
"NR_all_19241.1","1JZV|1|B+1JZV|1|A","1JZV|1|B+1JZV|1|A,1JZV|1|D+1JZV|1|C"
"NR_all_46866.1","4BWM|1|G","4BWM|1|G"
"NR_all_37285.1","1JTW|5|A","1JTW|5|A"
"NR_all_86033.1","6DCL|1|D","6DCL|1|D"
"NR_all_38306.1","6DCL|1|C","6DCL|1|C"
"NR_all_89156.1","2NOQ|1|B","2NOQ|1|B,2R1G|1|B"
"NR_all_15427.1","2KBP|1|A","2KBP|1|A,2KBP|1|B"
"NR_all_73378.1","4NH3|1|B","4NH3|1|B"
"NR_all_17782.1","3R1C|1|Q+3R1C|1|R","3R1C|1|Q+3R1C|1|R,3R1C|1|T+3R1C|1|U,3R1C|1|M+3R1C|1|N,3R1C|1|A+3R1C|1|B,3R1C|1|O+3R1C|1|P,3R1C|1|V+3R1C|1|Z,3R1C|1|a+3R1C|1|b,3R1C|1|G+3R1C|1|H,3R1C|1|S+3R1C|1|Y"
"NR_all_39439.2","1JWC|1|A","1JWC|1|A,1JU7|1|A"
"NR_all_20814.1","3SUX|1|X","3SUX|1|X,3SUH|1|X,3SUY|1|X"
"NR_all_87852.1","5JCH|1|U+5JCH|1|V","5JCH|1|U+5JCH|1|V,5JCH|1|X+5JCH|1|Y,5JC3|1|X+5JC3|1|Y,5JCF|1|C+5JCF|1|D,5JC3|1|C+5JC3|1|D"
"NR_all_03598.2","2LPT|1|A","2LPT|1|A,2LPS|2|A,2F88|1|A"
"NR_all_72697.1","1T0E|1|A+1T0E|1|C","1T0E|1|A+1T0E|1|C"
"NR_all_49582.1","4FXD|1|E","4FXD|1|E,4FXD|1|F"
"NR_all_24181.2","5NFV|1|B","5NFV|1|B,5NG6|1|F,5NG6|1|H,5NG6|1|D,5NG6|1|B"
"NR_all_28678.1","2MQP|4|B","2MQP|4|B"
"NR_all_34221.1","1B23|1|R","1B23|1|R"
"NR_all_49730.1","4X4V|1|B","4X4V|1|B,4X4V|1|D,4X4U|1|B,4X4U|1|D"
"NR_all_88937.1","3S2H|1|R","3S2H|1|R"
"NR_all_07663.1","3RER|1|K","3RER|1|K,4HT9|1|E"
"NR_all_12869.1","4OQU|1|A","4OQU|1|A,4L81|1|A"
"NR_all_12548.1","6GSL|1|3L","6GSL|1|3L,6GSL|1|3K"
"NR_all_28969.1","4A36|1|R+4A36|1|S","4A36|1|R+4A36|1|S,4A36|1|T+4A36|1|U"
"NR_all_75200.1","4V2S|1|Q","4V2S|1|Q"
"NR_all_21747.1","4TYY|1|B","4TYY|1|B"
"NR_all_95407.1","3R1D|1|A+3R1D|1|B","3R1D|1|A+3R1D|1|B,3R1D|1|C+3R1D|1|D"
"NR_all_40895.1","4JVY|1|D","4JVY|1|D,4JVY|1|F"
"NR_all_42548.1","5WZH|1|B","5WZH|1|B"
"NR_all_22632.1","4M6D|1|H","4M6D|1|H,4M6D|1|F,4M6D|1|J,4M6D|1|D,4M6D|1|L,4M6D|1|B"
"NR_all_42813.1","6HIX|1|AA","6HIX|1|AA,6HIV|1|AA"
"NR_all_73165.2","4PRF|1|B","4PRF|1|B,2OJ3|1|B,1SJF|1|B,1VC0|1|B,1VC6|1|B,1VBZ|1|B,1SJ4|1|R,1SJ3|1|R,2OIH|1|B,1VC5|1|B,1VBY|1|B,1VBX|1|B,1CX0|1|B,1VC7|1|B,1DRZ|1|B"
"NR_all_47291.1","1T0K|1|D+1T0K|1|C","1T0K|1|D+1T0K|1|C"
"NR_all_13485.1","1U1Y|1|R","1U1Y|1|R,1U1Y|1|S"
"NR_all_06823.1","2JA8|1|P","2JA8|1|P"
"NR_all_92081.5","5FQ5|1|A","5FQ5|1|A,5FW2|1|A,5VW1|1|C,4UN4|1|A,4UN5|1|A,5FW3|1|A,4UN3|1|A,5FW1|1|A"
"NR_all_85902.1","1CVJ|1|M","1CVJ|1|M"
"NR_all_97306.1","1ELH|1|B+1ELH|1|A","1ELH|1|B+1ELH|1|A"
"NR_all_83641.1","4Y1M|1|B","4Y1M|1|B,4Y1M|1|A"
"NR_all_81648.1","6H9H|1|D","6H9H|1|D"
"NR_all_97434.1","2TOB|1|A","2TOB|1|A"
"NR_all_30547.1","4II9|1|C","4II9|1|C"
"NR_all_93599.1","5UDZ|1|W","5UDZ|1|W,5UDZ|1|V,3TS0|1|V,3TS0|1|U"
"NR_all_58575.1","1EFS|1|B","1EFS|1|B"
"NR_all_73146.1","4KHP|1|X","4KHP|1|X,1HNX|1|X"
"NR_all_09579.1","5C5W|1|A","5C5W|1|A"
"NR_all_99287.1","2L3C|1|B","2L3C|1|B"
